-1.0000e+00 -1.0000e+00 -1.0000e+00 -1.0000e+00 -1.0000e+00
2.0140e+03 1.0000e+00 -1.0000e+00 2.2000e+01 -1.0000e+00
2.0140e+03 2.0000e+00 -1.0000e+00 -1.0000e+00 -1.0000e+00
2.0140e+03 3.0000e+00 -1.0000e+00 -1.0000e+00 1.5000e+01
2.0140e+03 4.0000e+00 7.0000e+00 -1.0000e+00 -1.0000e+00
2.0140e+03 5.0000e+00 1.6000e+01 -1.0000e+00 -1.0000e+00
2.0140e+03 6.0000e+00 -1.0000e+00 -1.0000e+00 -1.0000e+00
2.0140e+03 7.0000e+00 -1.0000e+00 -1.0000e+00 -1.0000e+00
2.0140e+03 8.0000e+00 -1.0000e+00 -1.0000e+00 -1.0000e+00
2.0140e+03 9.0000e+00 -1.0000e+00 -1.0000e+00 -1.0000e+00
2.0140e+03 1.0000e+01 -1.0000e+00 -1.0000e+00 -1.0000e+00
2.0140e+03 1.1000e+01 -1.0000e+00 -1.0000e+00 -1.0000e+00
2.0140e+03 1.2000e+01 -1.0000e+00 -1.0000e+00 -1.0000e+00
2.0150e+03 1.0000e+00 -1.0000e+00 -1.0000e+00 -1.0000e+00
2.0150e+03 2.0000e+00 -1.0000e+00 -1.0000e+00 -1.0000e+00
2.0150e+03 3.0000e+00 2.0000e+00 -1.0000e+00 -1.0000e+00
2.0150e+03 4.0000e+00 -1.0000e+00 -1.0000e+00 -1.0000e+00
2.0150e+03 5.0000e+00 -1.0000e+00 -1.0000e+00 -1.0000e+00
2.0150e+03 6.0000e+00 -1.0000e+00 -1.0000e+00 -1.0000e+00
2.0150e+03 7.0000e+00 -1.0000e+00 -1.0000e+00 -1.0000e+00
2.0150e+03 8.0000e+00 -1.0000e+00 -1.0000e+00 2.0000e+01
2.0150e+03 9.0000e+00 -1.0000e+00 -1.0000e+00 -1.0000e+00
2.0150e+03 1.0000e+01 -1.0000e+00 -1.0000e+00 -1.0000e+00
2.0150e+03 1.1000e+01 -1.0000e+00 -1.0000e+00 -1.0000e+00
2.0150e+03 1.2000e+01 -1.0000e+00 -1.0000e+00 -1.0000e+00
